"last_name, first_name","player_id","year","pa","k_percent","bb_percent","woba","xwoba","sweet_spot_percent","barrel_batted_rate","hard_hit_percent","avg_best_speed","avg_hyper_speed","whiff_percent","swing_percent"
"Raleigh, Cal","663728","2024","174",34.5,9.8,".331",".329",32.3,17.7,57.3,"103.117521458","96.819647684",32.2,51.5
"Doyle, Brenton","686668","2024","187",28.9,8.6,".341",".317",37.9,8.6,42.2,"101.441053036","94.88871",30.8,49.9
"Ozuna, Marcell","542303","2024","195",22.1,11.8,".445",".453",42.2,17.2,54.7,"102.9535825","96.530567578",30.9,48.3
"Rosario, Amed","642708","2024","156",16.7,1.9,".314",".281",33.1,5.5,37,"98.646902656","93.365715984",21.3,57.1
"Mountcastle, Ryan","663624","2024","176",23.3,5.7,".321",".330",33.6,8.8,45.6,"102.07883","95.303893226",23.4,54.5
"Marte, Ketel","606466","2024","221",19.9,7.2,".366",".374",36.3,11.3,54.4,"103.812474125","96.832158868",22.5,52.1
"Gorman, Nolan","669357","2024","165",35.8,12.1,".318",".342",47.7,16.3,38.4,"99.866504651","93.935561512",40.4,49.7
"Happ, Ian","664023","2024","194",27.8,12.9,".296",".304",30.1,8.8,38.9,"101.01239","94.757179286",27.6,46.8
"Bohm, Alec","664761","2024","207",14.5,7.7,".395",".367",36.7,7.6,45.6,"101.294775949","95.151682215",15.8,47
"Alonso, Pete","624413","2024","214",19.2,8.9,".337",".343",31.8,13.2,38.4,"100.884639211","94.629078477",22.1,45.9
"Seager, Corey","608369","2024","205",17.1,12.2,".327",".387",36.8,13.9,43.8,"101.890977361","95.074011875",23.2,52.1
"India, Jonathan","663697","2024","177",19.2,13,".284",".327",35.6,2.5,29.7,"97.181410847","92.644064359",15.8,34.9
"Schanuel, Nolan","694384","2024","181",16,8.3,".300",".302",29.6,3,25.9,"95.07512","91.564564275",14.3,40.7
"Cronenworth, Jake","630105","2024","211",17.5,8.5,".349",".357",36.4,9.9,39.1,"100.190126933","94.325898523",17.8,47.4
"De La Cruz, Bryan","650559","2024","221",25.8,7.7,".329",".349",34.2,11,40.4,"99.862390548","94.061329448",32.2,52
"Altuve, Jose","514888","2024","221",17.2,7.2,".359",".324",37,7.9,33.3,"97.408033086","92.74468677",18.3,50.2
"Torres, Gleyber","650402","2024","211",24.6,9,".273",".283",34.8,5.8,32.6,"98.037052464","93.221052555",27.8,46.9
"Mullins II, Cedric","656775","2024","154",25.3,5.8,".257",".246",25,5.8,36.5,"98.024047885","93.147786408",20.7,52.4
"Bogaerts, Xander","593428","2024","200",20,6,".260",".313",37.2,6.8,31.1,"97.487847162","92.764087905",20.7,42.7
"Ward, Taylor","621493","2024","212",21.2,7.5,".344",".384",45,13.9,43.7,"100.5695712","94.688897",20.6,45.1
"Varsho, Daulton","662139","2024","171",24,11.7,".328",".279",29.1,8.2,33.6,"97.975889815","93.03502",23.5,45.5
"O'Neill, Tyler","641933","2024","165",31.5,13.3,".376",".364",36,19.1,47.2,"102.329378444","95.563838989",32.2,41.8
"Tovar, Ezequiel","678662","2024","210",29,3.8,".330",".281",37.4,7.9,39.6,"98.8860325","93.756705147",34.5,62.5
"Castro, Willi","650489","2024","185",25.4,6.5,".333",".317",37.7,5.7,39.3,"99.238675167","93.767371261",27,51.7
"Abrams, CJ","682928","2024","200",18.5,6,".333",".359",40.5,6.8,39.9,"99.860543288","94.220953562",22.4,54.2
"Tauchman, Mike","643565","2024","177",21.5,14.1,".353",".336",37.5,8,39.3,"98.647256429","93.357194732",24.2,47.3
"Turang, Brice","668930","2024","171",14.6,7.6,".350",".305",34.1,2.3,31.1,"97.044259524","92.71129568",12.7,46.4
"Ohtani, Shohei","660271","2024","226",18.6,10.6,".456",".482",42.4,20.3,60.8,"106.567581646","98.659549045",25.9,46
"Bellinger, Cody","641355","2024","159",16.4,10.1,".336",".322",37.9,8.6,32.8,"98.359402931","93.387796466",26.1,51.3
"Arenado, Nolan","571448","2024","205",16.1,6.8,".308",".299",36.5,1.9,29.5,"96.688837051","92.344418526",20.6,44.3
"Tucker, Kyle","663656","2024","219",16.4,18.7,".450",".432",41.1,14.9,47.5,"100.812616761","95.134089645",19.6,40.3
"Henderson, Gunnar","683002","2024","211",23.7,9.5,".400",".389",32.4,14,58.8,"104.085653971","97.295484485",26.6,45.3
"Chapman, Matt","656305","2024","206",24.3,7.3,".323",".332",31.9,10.1,46.4,"103.600012174","96.13023471",23.9,46.4
"Chourio, Jackson","694192","2024","160",27.5,6.3,".260",".275",29.2,5.7,40.6,"99.112620192","93.793905769",30.1,51.9
"McMahon, Ryan","641857","2024","211",25.1,11.4,".387",".394",37.9,15.9,56.8,"104.542025303","97.575716489",26.3,46.6
"Duran, Jarren","680776","2024","227",22,8.4,".348",".351",36.1,8.4,43.9,"101.485725132","95.271921118",23.5,47.5
"Steer, Spencer","668715","2024","194",17.5,12.4,".321",".334",33.3,6.1,40.9,"99.216794697","93.828236794",19.8,43.5
"Suárez, Eugenio","553993","2024","198",27.3,6.6,".272",".281",39.7,5.6,31.7,"98.114996825","93.090551508",30.7,46.1
"Lindor, Francisco","596019","2024","219",15.1,6.8,".283",".340",28.3,8.4,43.4,"99.604825783","94.209946788",22.1,48.7
"Castellanos, Nick","592206","2024","205",22.9,8.3,".258",".294",34.5,6.5,36.7,"98.488182","93.404490432",34.3,57.5
"Soler, Jorge","624585","2024","161",23.6,10.6,".300",".326",32.7,7.7,39.4,"100.159406731","94.149706346",27.9,48.2
"Smith, Josh","669701","2024","169",20.1,8.9,".359",".319",38.1,2.7,31.9,"97.605211429","92.806584375",20.3,47
"Lee, Jung Hoo","808982","2024","158",8.2,6.3,".288",".324",29.1,4.5,41.8,"99.547595821","93.996025338",9.6,43.9
"De La Cruz, Elly","682829","2024","201",31.3,10.9,".361",".338",33.6,11.5,46.9,"102.564996071","95.839000541",34.6,43.1
"Volpe, Anthony","683011","2024","226",22.1,8.8,".343",".308",36.2,5.3,37.5,"98.589743836","93.390926781",21.8,46.2
"Ramírez, José","608070","2024","214",11.2,6.1,".341",".298",33,8,35.8,"98.987618523","93.722949029",15.6,50.4
"Melendez Jr., MJ","669004","2024","155",27.1,6.5,".251",".299",30.1,9.7,40.8,"100.641274423","94.597401359",29.4,51
"Greene, Riley","682985","2024","211",25.6,13.7,".348",".368",37.8,14.2,46.5,"102.246175469","95.560045827",27,40.9
"Rutschman, Adley","668939","2024","201",18.4,5,".352",".344",40.5,8.5,45.1,"99.663820779","94.336275556",20.1,47.5
"Busch, Michael","683737","2024","173",35.3,11,".340",".329",41.8,13.2,37.4,"99.722779333","94.152856667",33.5,46.2
"Hernández, Teoscar","606192","2024","215",29.8,8.4,".339",".335",33.6,13,49.6,"102.606470455","95.870476641",33,52
"Machado, Manny","592518","2024","199",23.6,6.5,".283",".317",33.8,9.4,48.9,"102.712844493","95.914474672",27,50
"Donovan, Brendan","680977","2024","214",13.6,7.9,".302",".323",32.7,6.2,35.2,"97.799834444","92.997760435",14.6,39.7
"Conforto, Michael","624424","2024","154",20.8,7.1,".357",".351",28.8,9.9,44.1,"100.515236964","94.610788108",24.7,49
"Contreras, William","661388","2024","223",19.7,10.8,".404",".375",32.7,10.5,57.5,"105.148800921","97.853206184",30.7,46.1
"McNeil, Jeff","643446","2024","190",11.6,8.4,".297",".288",34,1.3,28,"95.862108378","91.964097007",13.1,51.5
"Rizzo, Anthony","519203","2024","209",18.2,6.2,".319",".303",32,5.2,32.7,"97.689452727","92.886925229",19.1,50.6
"Bell, Josh","605137","2024","215",18.6,8.8,".303",".310",26.5,6.6,41.7,"100.182224267","94.285735333",27.9,48.8
"Candelario, Jeimer","600869","2024","173",26.6,6.9,".304",".279",35.7,7.1,35.7,"97.681241786","92.917687411",30.1,50.6
"Polanco, Jorge","593871","2024","172",31.4,12.2,".271",".281",29.2,6.3,37.5,"98.944725833","93.572344737",28.9,43
"Campusano, Luis","669134","2024","160",12.5,5.6,".310",".298",29,3.8,33.6,"98.027272879","93.08853229",19.6,53.3
"Diaz, Yainer","673237","2024","185",14.1,4.3,".299",".309",28,6.7,51.3,"101.6498348","95.489942467",21.1,57.6
"Judge, Aaron","592450","2024","228",24.6,18,".420",".457",39.1,27.3,60.9,"107.114196094","98.922382656",33.2,42.3
"Marsh, Brandon","669016","2024","162",29,9.9,".330",".353",46.5,8.1,53.5,"101.7490116","95.757989192",23.8,40.6
"France, Ty","664034","2024","177",23.7,6.2,".297",".308",36.9,7.4,42.6,"100.216052459","94.369444918",22.7,48.7
"Julien, Edouard","666397","2024","169",34.3,12.4,".312",".301",36,13.5,42.7,"100.084107111","94.243242584",32.1,38
"Merrill, Jackson","701538","2024","172",16.3,6.4,".311",".341",33.8,7.5,45.1,"100.833293485","94.857730076",19.2,54.1
"Canha, Mark","592192","2024","191",22,12.6,".328",".308",31.9,5,42,"98.991964667","93.863029328",23.9,39.2
"Witt Jr., Bobby","677951","2024","222",16.2,8.1,".388",".430",36.7,15.7,52.7,"104.49705012","97.087552242",24,51
"Winker, Jesse","608385","2024","185",23.2,12.4,".334",".342",31.9,8,38.1,"99.336912281","93.967046726",24.3,41.9
"Gurriel Jr., Lourdes","666971","2024","202",19.3,5.4,".297",".301",33.1,6.6,42.4,"99.734727105","94.055042384",20.9,50.2
"Taveras, Leody","665750","2024","176",17,9.1,".308",".316",35.4,3.8,36.9,"99.353679531","93.806882891",23.6,47.6
"Perez, Salvador","521692","2024","197",16.8,7.1,".409",".416",43.4,15.9,51.7,"102.931350548","96.238082276",24.4,59.3
"Goldschmidt, Paul","502671","2024","208",31.7,9.1,".270",".298",36.1,5,45.4,"100.500485167","95.055125882",30.8,46.2
"Turner, Justin","457759","2024","161",16.1,9.3,".302",".331",38.1,4.2,34.7,"97.407187458","92.812641525",17.7,47.6
"Neto, Zach","687263","2024","182",26.4,6.6,".318",".310",33.1,9.9,33.1,"99.4893965","93.795963083",28,53.6
"Caballero, José","676609","2024","168",26.8,6,".307",".288",34.5,2.7,23.6,"96.240327885","92.137568846",32.3,49.1
"Hoerner, Nico","663538","2024","188",10.1,9.6,".326",".327",37.7,1.4,32.9,"97.347148082","92.754573767",15,46.5
"Suwinski, Jack","669261","2024","157",25.5,11.5,".253",".284",25.3,6.1,36.4,"100.698532449","94.349266224",24.3,47.5
"Olson, Matt","621566","2024","197",27.4,10.7,".325",".371",37.3,15.3,55.1,"103.989408475","97.208166923",27.5,48.2
"Westburg, Jordan","676059","2024","183",18.6,6.6,".361",".369",34.8,8.1,50.4,"102.346710746","95.784214104",30.1,50.7
"Báez, Javier","595879","2024","156",19.9,3.2,".225",".273",29.4,5.9,40.3,"100.380461167","94.341231008",27.7,53.3
"Perkins, Blake","663368","2024","156",26.9,10.3,".303",".299",29.5,7.4,41.1,"98.633864894","93.683194731",30.5,38.9
"Díaz, Elias","553869","2024","158",17.7,4.4,".359",".285",35,5,30,"97.688988833","92.911659748",29.3,55.9
"Acuña Jr., Ronald","660670","2024","208",24,13,".318",".343",30.5,7.8,49.2,"103.287162063","96.21766127",28.1,47.1
"Harris II, Michael","671739","2024","194",21.6,4.6,".300",".316",29.6,5.6,45.8,"102.681207183","95.844775957",26.6,60.4
